Run	actual_sex	SCiMS sample ID	SCiMS predicted sex	Total reads mapped	Reads mapped to X	Reads mapped to Y	Rx	Rx 95% CI	Ry	Ry 95% CI	Posterior probability of being male 	Posterior probability of being female 	Status
S247M250_SRR346690	male	S247M250_SRR346690	uncertain	128	0	0	0.0	(-0.0, 0.0)		(nan, nan)			Success
S247M300_SRR346690	male	S247M300_SRR346690	male	144	3	1	0.4038	(0.404, 0.404)	0.25	(-0.174, 0.674)	0.9969	0.0031	Success
S247M350_SRR346690	male	S247M350_SRR346690	female	180	4	0	0.4396	(0.44, 0.44)	0.0	(0.0, 0.0)	0.0003	0.9997	Success
S247M400_SRR346690	male	S247M400_SRR346690	male	190	2	2	0.2074	(0.207, 0.207)	0.5	(0.01, 0.99)	1.0	0.0	Success
S247M450_SRR346690	male	S247M450_SRR346690	uncertain	197	4	1	0.4075	(0.407, 0.407)	0.2	(-0.151, 0.551)	0.8201	0.1799	Success
S247M1000_SRR346690	male	S247M1000_SRR346690	uncertain	487	8	2	0.307	(0.307, 0.307)	0.2	(-0.048, 0.448)	0.6781	0.3219	Success
S247M5000_SRR346690	male	S247M5000_SRR346690	male	2469	53	13	0.4073	(0.407, 0.407)	0.197	(0.101, 0.293)	1.0	0.0	Success
S247M10000_SRR346690	male	S247M10000_SRR346690	male	4815	109	24	0.4353	(0.435, 0.435)	0.1805	(0.115, 0.246)	1.0	0.0	Success
S247M100000_SRR346690	male	S247M100000_SRR346690	male	49184	1025	238	0.3996	(0.4, 0.4)	0.1884	(0.167, 0.21)	1.0	0.0	Success
S247M1000000_SRR346690	male	S247M1000000_SRR346690	male	489332	10605	2291	0.4179	(0.418, 0.418)	0.1777	(0.171, 0.184)	1.0	0.0	Success
S248F150_SRR064532	female	S248F150_SRR064532	female	75	1	0	0.2635	(0.264, 0.264)	0.0	(0.0, 0.0)	0.0	1.0	Success
S248F200_SRR064532	female	S248F200_SRR064532	female	92	4	0	0.885	(0.885, 0.885)	0.0	(0.0, 0.0)	0.0	1.0	Success
S248F250_SRR064532	female	S248F250_SRR064532	female	106	2	0	0.356	(0.356, 0.356)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S248F300_SRR064532	female	S248F300_SRR064532	female	125	4	0	0.6363	(0.636, 0.636)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S248F350_SRR064532	female	S248F350_SRR064532	female	165	5	0	0.56	(0.56, 0.56)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S248F400_SRR064532	female	S248F400_SRR064532	female	158	6	0	0.7656	(0.766, 0.766)	0.0	(0.0, 0.0)	0.0003	0.9997	Success
S248F450_SRR064532	female	S248F450_SRR064532	female	181	7	0	0.7802	(0.78, 0.78)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S248F1000_SRR064532	female	S248F1000_SRR064532	female	434	25	0	1.1544	(1.154, 1.154)	0.0	(0.0, 0.0)	0.0	1.0	Success
S248F5000_SRR064532	female	S248F5000_SRR064532	female	2175	94	1	0.8469	(0.847, 0.847)	0.0105	(-0.01, 0.031)	0.0	1.0	Success
S248F10000_SRR064532	female	S248F10000_SRR064532	female	4428	184	0	0.8196	(0.82, 0.82)	0.0	(0.0, 0.0)	0.0	1.0	Success
S248F100000_SRR064532	female	S248F100000_SRR064532	female	43576	1894	10	0.8553	(0.855, 0.855)	0.0053	(0.002, 0.008)	0.0	1.0	Success
S248F1000000_SRR064532	female	S248F1000000_SRR064532	female	436824	18763	88	0.845	(0.845, 0.845)	0.0047	(0.004, 0.006)	0.0	1.0	Success
S248M150_SRR346690	male	S248M150_SRR346690	uncertain	75	3	1	0.8698	(0.87, 0.87)	0.25	(-0.174, 0.674)	0.6628	0.3372	Success
S248M200_SRR346690	male	S248M200_SRR346690	male	86	3	1	0.6469	(0.647, 0.647)	0.25	(-0.174, 0.674)	0.9914	0.0086	Success
S248M250_SRR346690	male	S248M250_SRR346690	female	125	1	0	0.1473	(0.147, 0.147)	0.0	(0.0, 0.0)	0.0	1.0	Success
S248M300_SRR346690	male	S248M300_SRR346690	uncertain	146	4	1	0.521	(0.521, 0.521)	0.2	(-0.151, 0.551)	0.8395	0.1605	Success
S248M350_SRR346690	male	S248M350_SRR346690	female	177	3	0	0.3342	(0.334, 0.334)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S248M400_SRR346690	male	S248M400_SRR346690	female	197	11	1	1.2196	(1.22, 1.22)	0.0833	(-0.073, 0.24)	0.0	1.0	Success
S248M450_SRR346690	male	S248M450_SRR346690	female	221	9	0	0.79	(0.79, 0.79)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S248M1000_SRR346690	male	S248M1000_SRR346690	male	489	12	5	0.4684	(0.468, 0.468)	0.2941	(0.078, 0.511)	1.0	0.0	Success
S248M5000_SRR346690	male	S248M5000_SRR346690	male	2482	63	8	0.4865	(0.486, 0.486)	0.1127	(0.039, 0.186)	0.9652	0.0348	Success
S248M10000_SRR346690	male	S248M10000_SRR346690	male	4832	95	26	0.3778	(0.378, 0.378)	0.2149	(0.142, 0.288)	1.0	0.0	Success
S248M100000_SRR346690	male	S248M100000_SRR346690	male	48941	1037	227	0.4084	(0.408, 0.408)	0.1796	(0.158, 0.201)	1.0	0.0	Success
S248M1000000_SRR346690	male	S248M1000000_SRR346690	male	488624	10664	2290	0.4204	(0.42, 0.42)	0.1768	(0.17, 0.183)	1.0	0.0	Success
S249F150_SRR064532	female	S249F150_SRR064532	female	59	2	0	0.6169	(0.617, 0.617)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S249F200_SRR064532	female	S249F200_SRR064532	female	91	4	0	0.8681	(0.868, 0.868)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S249F250_SRR064532	female	S249F250_SRR064532	female	115	6	0	0.9724	(0.972, 0.972)	0.0	(0.0, 0.0)	0.0	1.0	Success
S249F300_SRR064532	female	S249F300_SRR064532	female	125	4	0	0.5682	(0.568, 0.568)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S249F350_SRR064532	female	S249F350_SRR064532	female	147	6	0	0.8097	(0.81, 0.81)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S249F400_SRR064532	female	S249F400_SRR064532	female	180	11	0	1.2936	(1.294, 1.294)	0.0	(0.0, 0.0)	0.0	1.0	Success
S249F450_SRR064532	female	S249F450_SRR064532	female	204	6	0	0.5536	(0.554, 0.554)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S249F1000_SRR064532	female	S249F1000_SRR064532	female	424	20	0	0.904	(0.904, 0.904)	0.0	(0.0, 0.0)	0.0	1.0	Success
S249F5000_SRR064532	female	S249F5000_SRR064532	female	2203	100	2	0.8731	(0.873, 0.873)	0.0196	(-0.007, 0.047)	0.0	1.0	Success
S249F10000_SRR064532	female	S249F10000_SRR064532	female	4466	183	1	0.7948	(0.795, 0.795)	0.0054	(-0.005, 0.016)	0.0001	0.9999	Success
S249F100000_SRR064532	female	S249F100000_SRR064532	female	43698	1864	7	0.8366	(0.837, 0.837)	0.0037	(0.001, 0.007)	0.0	1.0	Success
S249F1000000_SRR064532	female	S249F1000000_SRR064532	female	437172	18853	84	0.8464	(0.846, 0.846)	0.0044	(0.003, 0.005)	0.0	1.0	Success
S249M150_SRR346690	male	S249M150_SRR346690	female	79	1	0	0.2454	(0.245, 0.245)	0.0	(0.0, 0.0)	0.0	1.0	Success
S249M200_SRR346690	male	S249M200_SRR346690	female	98	1	0	0.185	(0.185, 0.185)	0.0	(0.0, 0.0)	0.0	1.0	Success
S249M250_SRR346690	male	S249M250_SRR346690	female	126	1	0	0.1452	(0.145, 0.145)	0.0	(0.0, 0.0)	0.0	1.0	Success
S249M300_SRR346690	male	S249M300_SRR346690	female	134	8	0	1.2096	(1.21, 1.21)	0.0	(0.0, 0.0)	0.0	1.0	Success
S249M350_SRR346690	male	S249M350_SRR346690	uncertain	188	6	1	0.6039	(0.604, 0.604)	0.1429	(-0.116, 0.402)	0.0863	0.9137	Success
S249M400_SRR346690	male	S249M400_SRR346690	uncertain	197	5	1	0.5005	(0.5, 0.5)	0.1667	(-0.132, 0.465)	0.3426	0.6574	Success
S249M450_SRR346690	male	S249M450_SRR346690	female	229	7	1	0.5853	(0.585, 0.585)	0.125	(-0.104, 0.354)	0.0383	0.9617	Success
S249M1000_SRR346690	male	S249M1000_SRR346690	male	476	8	3	0.337	(0.337, 0.337)	0.2727	(0.01, 0.536)	0.9995	0.0005	Success
S249M5000_SRR346690	male	S249M5000_SRR346690	male	2407	44	19	0.3458	(0.346, 0.346)	0.3016	(0.188, 0.415)	1.0	0.0	Success
S249M10000_SRR346690	male	S249M10000_SRR346690	male	4937	119	17	0.463	(0.463, 0.463)	0.125	(0.069, 0.181)	0.9932	0.0068	Success
S249M100000_SRR346690	male	S249M100000_SRR346690	male	48983	1082	233	0.4263	(0.426, 0.426)	0.1772	(0.157, 0.198)	1.0	0.0	Success
S249M1000000_SRR346690	male	S249M1000000_SRR346690	male	489203	10654	2242	0.4198	(0.42, 0.42)	0.1739	(0.167, 0.18)	1.0	0.0	Success
S250F150_SRR064532	female	S250F150_SRR064532	female	68	4	0	1.1697	(1.17, 1.17)	0.0	(0.0, 0.0)	0.0	1.0	Success
S250F200_SRR064532	female	S250F200_SRR064532	female	83	4	0	0.9709	(0.971, 0.971)	0.0	(0.0, 0.0)	0.0	1.0	Success
S250F250_SRR064532	female	S250F250_SRR064532	female	107	3	0	0.5494	(0.549, 0.549)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S250F300_SRR064532	female	S250F300_SRR064532	female	128	7	0	1.124	(1.124, 1.124)	0.0	(0.0, 0.0)	0.0	1.0	Success
S250F350_SRR064532	female	S250F350_SRR064532	female	158	5	0	0.6158	(0.616, 0.616)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S250F400_SRR064532	female	S250F400_SRR064532	female	171	8	1	0.8674	(0.867, 0.867)	0.1111	(-0.094, 0.316)	0.0007	0.9993	Success
S250F450_SRR064532	female	S250F450_SRR064532	female	179	10	0	1.0722	(1.072, 1.072)	0.0	(0.0, 0.0)	0.0	1.0	Success
S250F1000_SRR064532	female	S250F1000_SRR064532	female	412	26	0	1.2762	(1.276, 1.276)	0.0	(0.0, 0.0)	0.0	1.0	Success
S250F5000_SRR064532	female	S250F5000_SRR064532	female	2168	98	0	0.8931	(0.893, 0.893)	0.0	(0.0, 0.0)	0.0	1.0	Success
S250F10000_SRR064532	female	S250F10000_SRR064532	female	4358	162	0	0.7203	(0.72, 0.72)	0.0	(0.0, 0.0)	0.0042	0.9958	Success
S250F100000_SRR064532	female	S250F100000_SRR064532	female	43922	1923	7	0.8579	(0.858, 0.858)	0.0036	(0.001, 0.006)	0.0	1.0	Success
S250F1000000_SRR064532	female	S250F1000000_SRR064532	female	436921	18639	76	0.8396	(0.84, 0.84)	0.0041	(0.003, 0.005)	0.0	1.0	Success
S250M150_SRR346690	male	S250M150_SRR346690	female	74	1	0	0.2531	(0.253, 0.253)	0.0	(0.0, 0.0)	0.0	1.0	Success
S250M200_SRR346690	male	S250M200_SRR346690	male	103	1	1	0.1933	(0.193, 0.193)	0.5	(-0.193, 1.193)	1.0	0.0	Success
S250M250_SRR346690	male	S250M250_SRR346690	female	121	3	0	0.446	(0.446, 0.446)	0.0	(0.0, 0.0)	0.0003	0.9997	Success
S250M300_SRR346690	male	S250M300_SRR346690	uncertain	145	5	1	0.6982	(0.698, 0.698)	0.1667	(-0.132, 0.465)	0.1405	0.8595	Success
S250M350_SRR346690	male	S250M350_SRR346690	uncertain	175	5	1	0.5675	(0.567, 0.567)	0.1667	(-0.132, 0.465)	0.3144	0.6856	Success
S250M400_SRR346690	male	S250M400_SRR346690	uncertain	203	4	1	0.3884	(0.388, 0.388)	0.2	(-0.151, 0.551)	0.805	0.195	Success
S250M450_SRR346690	male	S250M450_SRR346690	male	217	2	2	0.1785	(0.178, 0.178)	0.5	(0.01, 0.99)	1.0	0.0	Success
S250M1000_SRR346690	male	S250M1000_SRR346690	male	488	6	4	0.2313	(0.231, 0.231)	0.4	(0.096, 0.704)	1.0	0.0	Success
S250M5000_SRR346690	male	S250M5000_SRR346690	male	2395	52	10	0.4114	(0.411, 0.411)	0.1613	(0.07, 0.253)	1.0	0.0	Success
S250M10000_SRR346690	male	S250M10000_SRR346690	male	4916	106	24	0.4176	(0.418, 0.418)	0.1846	(0.118, 0.251)	1.0	0.0	Success
S250M100000_SRR346690	male	S250M100000_SRR346690	male	48843	991	236	0.3898	(0.39, 0.39)	0.1923	(0.17, 0.214)	1.0	0.0	Success
S250M1000000_SRR346690	male	S250M1000000_SRR346690	male	489478	10593	2292	0.4166	(0.417, 0.417)	0.1779	(0.171, 0.184)	1.0	0.0	Success
S251F150_SRR064532	female	S251F150_SRR064532	female	71	7	0	2.2583	(2.258, 2.258)	0.0	(0.0, 0.0)	0.0	1.0	Success
S251F200_SRR064532	female	S251F200_SRR064532	female	87	2	0	0.4669	(0.467, 0.467)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S251F250_SRR064532	female	S251F250_SRR064532	female	104	3	0	0.5572	(0.557, 0.557)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S251F300_SRR064532	female	S251F300_SRR064532	female	144	3	0	0.4087	(0.409, 0.409)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S251F350_SRR064532	female	S251F350_SRR064532	female	148	9	0	1.1936	(1.194, 1.194)	0.0	(0.0, 0.0)	0.0	1.0	Success
S251F400_SRR064532	female	S251F400_SRR064532	female	167	6	0	0.7216	(0.722, 0.722)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S251F450_SRR064532	female	S251F450_SRR064532	female	192	12	0	1.2451	(1.245, 1.245)	0.0	(0.0, 0.0)	0.0	1.0	Success
S251F1000_SRR064532	female	S251F1000_SRR064532	female	423	17	0	0.8347	(0.835, 0.835)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S251F5000_SRR064532	female	S251F5000_SRR064532	female	2166	88	0	0.8021	(0.802, 0.802)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S251F10000_SRR064532	female	S251F10000_SRR064532	female	4275	199	2	0.9124	(0.912, 0.912)	0.01	(-0.004, 0.024)	0.0	1.0	Success
S251F100000_SRR064532	female	S251F100000_SRR064532	female	44066	1825	4	0.8167	(0.817, 0.817)	0.0022	(0.0, 0.004)	0.0	1.0	Success
S251F1000000_SRR064532	female	S251F1000000_SRR064532	female	436862	18854	82	0.8482	(0.848, 0.848)	0.0043	(0.003, 0.005)	0.0	1.0	Success
S251M150_SRR346690	male	S251M150_SRR346690	female	73	1	0	0.2716	(0.272, 0.272)	0.0	(0.0, 0.0)	0.0	1.0	Success
S251M200_SRR346690	male	S251M200_SRR346690	female	101	1	0	0.1819	(0.182, 0.182)	0.0	(0.0, 0.0)	0.0	1.0	Success
S251M250_SRR346690	male	S251M250_SRR346690	male	133	2	1	0.2831	(0.283, 0.283)	0.3333	(-0.2, 0.867)	1.0	0.0	Success
S251M300_SRR346690	male	S251M300_SRR346690	male	136	2	1	0.2625	(0.262, 0.262)	0.3333	(-0.2, 0.867)	1.0	0.0	Success
S251M350_SRR346690	male	S251M350_SRR346690	female	174	6	1	0.6951	(0.695, 0.695)	0.1429	(-0.116, 0.402)	0.0431	0.9569	Success
S251M400_SRR346690	male	S251M400_SRR346690	male	186	3	1	0.3087	(0.309, 0.309)	0.25	(-0.174, 0.674)	0.9944	0.0056	Success
S251M450_SRR346690	male	S251M450_SRR346690	uncertain	223	4	1	0.333	(0.333, 0.333)	0.2	(-0.151, 0.551)	0.7318	0.2682	Success
S251M1000_SRR346690	male	S251M1000_SRR346690	female	479	14	2	0.5574	(0.557, 0.557)	0.125	(-0.037, 0.287)	0.0413	0.9587	Success
S251M5000_SRR346690	male	S251M5000_SRR346690	male	2442	47	11	0.3741	(0.374, 0.374)	0.1897	(0.089, 0.291)	1.0	0.0	Success
S251M10000_SRR346690	male	S251M10000_SRR346690	male	4872	110	19	0.436	(0.436, 0.436)	0.1473	(0.086, 0.208)	0.9999	0.0001	Success
S251M100000_SRR346690	male	S251M100000_SRR346690	male	48811	1025	226	0.4036	(0.404, 0.404)	0.1807	(0.159, 0.202)	1.0	0.0	Success
S251M1000000_SRR346690	male	S251M1000000_SRR346690	male	489249	10670	2318	0.4203	(0.42, 0.42)	0.1785	(0.172, 0.185)	1.0	0.0	Success
S252F150_SRR064532	female	S252F150_SRR064532	female	66	4	0	1.3116	(1.312, 1.312)	0.0	(0.0, 0.0)	0.0	1.0	Success
S252F200_SRR064532	female	S252F200_SRR064532	female	79	2	0	0.5022	(0.502, 0.502)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S252F250_SRR064532	female	S252F250_SRR064532	female	104	1	0	0.1771	(0.177, 0.177)	0.0	(0.0, 0.0)	0.0	1.0	Success
S252F300_SRR064532	female	S252F300_SRR064532	female	122	7	0	1.116	(1.116, 1.116)	0.0	(0.0, 0.0)	0.0	1.0	Success
S252F350_SRR064532	female	S252F350_SRR064532	female	158	4	0	0.4906	(0.491, 0.491)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S252F400_SRR064532	female	S252F400_SRR064532	female	171	6	0	0.6417	(0.642, 0.642)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S252F450_SRR064532	female	S252F450_SRR064532	female	181	6	0	0.6518	(0.652, 0.652)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S252F1000_SRR064532	female	S252F1000_SRR064532	female	452	13	0	0.5558	(0.556, 0.556)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S252F5000_SRR064532	female	S252F5000_SRR064532	female	2204	101	2	0.9001	(0.9, 0.9)	0.0194	(-0.007, 0.046)	0.0	1.0	Success
S252F10000_SRR064532	female	S252F10000_SRR064532	female	4358	174	0	0.7812	(0.781, 0.781)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S252F100000_SRR064532	female	S252F100000_SRR064532	female	43784	1899	10	0.8511	(0.851, 0.851)	0.0052	(0.002, 0.008)	0.0	1.0	Success
S252F1000000_SRR064532	female	S252F1000000_SRR064532	female	437381	18699	101	0.8395	(0.839, 0.84)	0.0054	(0.004, 0.006)	0.0	1.0	Success
S252M150_SRR346690	male	S252M150_SRR346690	female	70	1	0	0.2443	(0.244, 0.244)	0.0	(0.0, 0.0)	0.0	1.0	Success
S252M200_SRR346690	male	S252M200_SRR346690	male	91	3	1	0.6334	(0.633, 0.633)	0.25	(-0.174, 0.674)	0.9926	0.0074	Success
S252M250_SRR346690	male	S252M250_SRR346690	female	130	6	1	0.9344	(0.934, 0.934)	0.1429	(-0.116, 0.402)	0.0006	0.9994	Success
S252M300_SRR346690	male	S252M300_SRR346690	female	141	4	0	0.5277	(0.528, 0.528)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S252M350_SRR346690	male	S252M350_SRR346690	female	174	6	1	0.7003	(0.7, 0.7)	0.1429	(-0.116, 0.402)	0.0409	0.9591	Success
S252M400_SRR346690	male	S252M400_SRR346690	female	194	9	1	0.9628	(0.963, 0.963)	0.1	(-0.086, 0.286)	0.0001	0.9999	Success
S252M450_SRR346690	male	S252M450_SRR346690	male	214	8	3	0.7807	(0.781, 0.781)	0.2727	(0.01, 0.536)	0.9896	0.0104	Success
S252M1000_SRR346690	male	S252M1000_SRR346690	male	494	10	3	0.3914	(0.391, 0.391)	0.2308	(0.002, 0.46)	0.9818	0.0182	Success
S252M5000_SRR346690	male	S252M5000_SRR346690	male	2464	58	11	0.4528	(0.453, 0.453)	0.1594	(0.073, 0.246)	1.0	0.0	Success
S252M10000_SRR346690	male	S252M10000_SRR346690	male	4922	103	19	0.4051	(0.405, 0.405)	0.1557	(0.091, 0.22)	0.9999	0.0001	Success
S252M100000_SRR346690	male	S252M100000_SRR346690	male	48634	1037	222	0.4106	(0.411, 0.411)	0.1763	(0.155, 0.197)	1.0	0.0	Success
S252M1000000_SRR346690	male	S252M1000000_SRR346690	male	489267	10666	2226	0.4197	(0.42, 0.42)	0.1727	(0.166, 0.179)	1.0	0.0	Success
S253F150_SRR064532	female	S253F150_SRR064532	female	60	3	0	1.0046	(1.005, 1.005)	0.0	(0.0, 0.0)	0.0	1.0	Success
S253F200_SRR064532	female	S253F200_SRR064532	female	100	5	0	1.0859	(1.086, 1.086)	0.0	(0.0, 0.0)	0.0	1.0	Success
S253F250_SRR064532	female	S253F250_SRR064532	female	101	5	0	1.0316	(1.032, 1.032)	0.0	(0.0, 0.0)	0.0	1.0	Success
S253F300_SRR064532	female	S253F300_SRR064532	female	133	3	0	0.4231	(0.423, 0.423)	0.0	(0.0, 0.0)	0.0003	0.9997	Success
S253F350_SRR064532	female	S253F350_SRR064532	female	142	7	0	0.9641	(0.964, 0.964)	0.0	(0.0, 0.0)	0.0	1.0	Success
S253F400_SRR064532	female	S253F400_SRR064532	female	181	7	0	0.7031	(0.703, 0.703)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S253F450_SRR064532	female	S253F450_SRR064532	female	206	8	0	0.749	(0.749, 0.749)	0.0	(0.0, 0.0)	0.0003	0.9997	Success
S253F1000_SRR064532	female	S253F1000_SRR064532	female	467	25	0	1.0939	(1.094, 1.094)	0.0	(0.0, 0.0)	0.0	1.0	Success
S253F5000_SRR064532	female	S253F5000_SRR064532	female	2123	97	0	0.891	(0.891, 0.891)	0.0	(0.0, 0.0)	0.0	1.0	Success
S253F10000_SRR064532	female	S253F10000_SRR064532	female	4335	202	0	0.9167	(0.917, 0.917)	0.0	(0.0, 0.0)	0.0	1.0	Success
S253F100000_SRR064532	female	S253F100000_SRR064532	female	44003	1928	4	0.8641	(0.864, 0.864)	0.0021	(0.0, 0.004)	0.0	1.0	Success
S253F1000000_SRR064532	female	S253F1000000_SRR064532	female	436897	18953	83	0.8526	(0.853, 0.853)	0.0044	(0.003, 0.005)	0.0	1.0	Success
S253M150_SRR346690	male	S253M150_SRR346690	female	77	1	0	0.2392	(0.239, 0.239)	0.0	(0.0, 0.0)	0.0	1.0	Success
S253M200_SRR346690	male	S253M200_SRR346690	male	103	3	1	0.642	(0.642, 0.642)	0.25	(-0.174, 0.674)	0.9919	0.0081	Success
S253M250_SRR346690	male	S253M250_SRR346690	female	126	2	0	0.3107	(0.311, 0.311)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S253M300_SRR346690	male	S253M300_SRR346690	male	159	6	2	0.7396	(0.74, 0.74)	0.25	(-0.05, 0.55)	0.9683	0.0317	Success
S253M350_SRR346690	male	S253M350_SRR346690	uncertain	167	5	1	0.5781	(0.578, 0.578)	0.1667	(-0.132, 0.465)	0.3047	0.6953	Success
S253M400_SRR346690	male	S253M400_SRR346690	female	183	6	0	0.6241	(0.624, 0.624)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S253M450_SRR346690	male	S253M450_SRR346690	uncertain	218	4	1	0.3357	(0.336, 0.336)	0.2	(-0.151, 0.551)	0.7365	0.2635	Success
S253M1000_SRR346690	male	S253M1000_SRR346690	male	497	9	6	0.3528	(0.353, 0.353)	0.4	(0.152, 0.648)	1.0	0.0	Success
S253M5000_SRR346690	male	S253M5000_SRR346690	male	2505	47	10	0.3585	(0.358, 0.358)	0.1754	(0.077, 0.274)	1.0	0.0	Success
S253M10000_SRR346690	male	S253M10000_SRR346690	male	4887	111	23	0.4437	(0.444, 0.444)	0.1716	(0.108, 0.235)	1.0	0.0	Success
S253M100000_SRR346690	male	S253M100000_SRR346690	male	48651	1041	201	0.4127	(0.413, 0.413)	0.1618	(0.141, 0.182)	1.0	0.0	Success
S253M1000000_SRR346690	male	S253M1000000_SRR346690	male	489339	10723	2256	0.4223	(0.422, 0.422)	0.1738	(0.167, 0.18)	1.0	0.0	Success
S254F150_SRR064532	female	S254F150_SRR064532	female	59	2	0	0.6218	(0.622, 0.622)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S254F200_SRR064532	female	S254F200_SRR064532	female	100	1	0	0.2021	(0.202, 0.202)	0.0	(0.0, 0.0)	0.0	1.0	Success
S254F250_SRR064532	female	S254F250_SRR064532	female	103	4	0	0.8347	(0.835, 0.835)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S254F300_SRR064532	female	S254F300_SRR064532	female	131	6	0	0.8633	(0.863, 0.863)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S254F350_SRR064532	female	S254F350_SRR064532	female	157	8	0	1.0228	(1.023, 1.023)	0.0	(0.0, 0.0)	0.0	1.0	Success
S254F400_SRR064532	female	S254F400_SRR064532	female	152	8	0	1.0696	(1.07, 1.07)	0.0	(0.0, 0.0)	0.0	1.0	Success
S254F450_SRR064532	female	S254F450_SRR064532	female	185	7	0	0.7142	(0.714, 0.714)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S254F1000_SRR064532	female	S254F1000_SRR064532	female	445	15	0	0.6838	(0.684, 0.684)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S254F5000_SRR064532	female	S254F5000_SRR064532	female	2234	95	1	0.8397	(0.84, 0.84)	0.0104	(-0.01, 0.031)	0.0	1.0	Success
S254F10000_SRR064532	female	S254F10000_SRR064532	female	4284	168	2	0.7693	(0.769, 0.769)	0.0118	(-0.004, 0.028)	0.0005	0.9995	Success
S254F100000_SRR064532	female	S254F100000_SRR064532	female	43610	1849	8	0.8313	(0.831, 0.831)	0.0043	(0.001, 0.007)	0.0	1.0	Success
S254F1000000_SRR064532	female	S254F1000000_SRR064532	female	435762	18791	100	0.8468	(0.847, 0.847)	0.0053	(0.004, 0.006)	0.0	1.0	Success
S254M150_SRR346690	male	S254M150_SRR346690	uncertain	58	0	0	0.0	(-0.0, 0.0)		(nan, nan)			Success
S254M200_SRR346690	male	S254M200_SRR346690	female	109	1	0	0.1754	(0.175, 0.175)	0.0	(0.0, 0.0)	0.0	1.0	Success
S254M250_SRR346690	male	S254M250_SRR346690	female	135	7	0	1.0484	(1.048, 1.048)	0.0	(0.0, 0.0)	0.0	1.0	Success
S254M300_SRR346690	male	S254M300_SRR346690	male	158	3	1	0.3697	(0.37, 0.37)	0.25	(-0.174, 0.674)	0.9964	0.0036	Success
S254M350_SRR346690	male	S254M350_SRR346690	male	165	3	1	0.3539	(0.354, 0.354)	0.25	(-0.174, 0.674)	0.996	0.004	Success
S254M400_SRR346690	male	S254M400_SRR346690	uncertain	191	6	1	0.5813	(0.581, 0.581)	0.1429	(-0.116, 0.402)	0.095	0.905	Success
S254M450_SRR346690	male	S254M450_SRR346690	female	205	2	0	0.1806	(0.181, 0.181)	0.0	(0.0, 0.0)	0.0	1.0	Success
S254M1000_SRR346690	male	S254M1000_SRR346690	male	491	7	3	0.2654	(0.265, 0.265)	0.3	(0.016, 0.584)	1.0	0.0	Success
S254M5000_SRR346690	male	S254M5000_SRR346690	male	2470	35	8	0.2761	(0.276, 0.276)	0.186	(0.07, 0.302)	1.0	0.0	Success
S254M10000_SRR346690	male	S254M10000_SRR346690	male	4882	110	26	0.4325	(0.432, 0.432)	0.1912	(0.125, 0.257)	1.0	0.0	Success
S254M100000_SRR346690	male	S254M100000_SRR346690	male	48931	1083	236	0.4267	(0.427, 0.427)	0.1789	(0.158, 0.2)	1.0	0.0	Success
S254M1000000_SRR346690	male	S254M1000000_SRR346690	male	489602	10601	2283	0.4171	(0.417, 0.417)	0.1772	(0.171, 0.184)	1.0	0.0	Success
S255F150_SRR064532	female	S255F150_SRR064532	female	69	2	0	0.5622	(0.562, 0.562)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S255F200_SRR064532	female	S255F200_SRR064532	female	86	5	0	1.1409	(1.141, 1.141)	0.0	(0.0, 0.0)	0.0	1.0	Success
